customer_id,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,churn,total_services
7601-WFVZV,Month-to-month,No,Mailed check,19.55,19.55,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4609-KNNWG,Two year,No,Mailed check,19.9,550.1,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4868-AADLV,One year,Yes,Electronic check,116.25,7862.25,Male,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
9529-OFXHY,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,0,2
8634-MPHTR,Month-to-month,Yes,Electronic check,100.05,4871.05,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
2669-QVCRG,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,0,1
2478-EEWWM,Month-to-month,Yes,Electronic check,44.3,2666.75,Male,0,Yes,No,DSL,No,No,No,No,Yes,Yes,No,0,2
9174-IHETN,Two year,No,Credit card (automatic),70.35,3533.6,Female,0,No,Yes,Fiber optic,No,No,No,No,No,No,No,0,0
2233-TXSIU,One year,No,Credit card (automatic),44.45,792.15,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,0,3
9644-UMGQA,Month-to-month,Yes,Electronic check,49.15,295.65,Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0,1
3256-EZDBI,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,Male,1,Yes,No,DSL,No,Yes,No,No,No,No,No,0,1
8761-NSOBC,Month-to-month,No,Electronic check,100.55,4398.15,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,1,4
0419-YAAPX,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,Male,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,0,2
8413-VONUO,Month-to-month,No,Electronic check,95.65,167.3,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,1,3
0872-CASZJ,One year,Yes,Mailed check,69.1,4096.9,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,0,3
4726-DLWQN,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,Male,1,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,0,3
8164-OCKUJ,Two year,No,Mailed check,20.6,1286.0,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
3094-JOJAI,Month-to-month,No,Mailed check,74.15,1387.0,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
9494-MRNYX,Month-to-month,No,Electronic check,75.05,786.3,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
2599-CZABP,One year,No,Electronic check,44.6,641.25,Male,0,Yes,No,DSL,No,No,No,No,No,No,No,0,0
7945-PRBVF,Two year,No,Bank transfer (automatic),21.45,705.45,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4544-RXFMG,One year,Yes,Mailed check,43.45,345.5,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0,0
0859-YGKFW,One year,No,Bank transfer (automatic),20.05,345.9,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
1150-FTQGN,One year,No,Bank transfer (automatic),94.15,5811.8,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0,3
9223-UCPVT,Month-to-month,No,Electronic check,94.4,94.4,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,1,3
7196-LIWRH,Two year,No,Mailed check,19.55,124.45,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
5448-VWNAM,Month-to-month,Yes,Mailed check,75.9,1375.6,Female,0,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,0,4
1177-XZBJL,One year,No,Bank transfer (automatic),64.15,3491.55,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,0,3
3518-FSTWG,Two year,Yes,Bank transfer (automatic),109.55,7920.7,Male,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
9330-VOFSZ,Two year,Yes,Credit card (automatic),110.8,6640.7,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
4351-QLCSU,Month-to-month,Yes,Credit card (automatic),55.0,55.0,Female,0,No,No,DSL,No,No,No,No,Yes,No,No,1,1
0939-EREMR,Month-to-month,No,Mailed check,53.45,718.1,Female,0,No,Yes,DSL,No,No,Yes,Yes,No,No,No,0,2
9389-ACWBI,Month-to-month,No,Credit card (automatic),69.95,320.4,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0,0
5419-JPRRN,Month-to-month,Yes,Electronic check,101.45,101.45,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
3644-QXEHN,Month-to-month,No,Electronic check,97.0,1334.45,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0,3
2911-IJORQ,One year,Yes,Bank transfer (automatic),90.6,3358.65,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
5921-NGYRH,Month-to-month,Yes,Mailed check,73.55,4764.0,Male,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,0,1
2100-BDNSN,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Female,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,1,3
5998-DZLYR,Two year,Yes,Bank transfer (automatic),94.35,5703.0,Female,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,0,3
0488-GSLFR,Month-to-month,Yes,Electronic check,69.5,69.5,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
9318-NKNFC,Month-to-month,Yes,Mailed check,18.85,18.85,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
3985-HOYPM,One year,No,Mailed check,19.4,525.55,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9728-FTTVZ,Month-to-month,Yes,Electronic check,69.2,69.2,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
9548-LERKT,Two year,No,Mailed check,19.75,483.15,Male,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
6576-FBXOJ,One year,No,Electronic check,54.6,934.8,Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No,0,4
4310-KEDTB,Month-to-month,Yes,Mailed check,29.8,786.5,Female,0,No,Yes,DSL,No,No,Yes,No,No,No,No,0,1
7254-IQWOZ,Month-to-month,Yes,Electronic check,69.65,69.65,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
2474-BRUCM,Month-to-month,No,Electronic check,101.85,4086.3,Male,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1,3
4062-HBMOS,Month-to-month,Yes,Electronic check,103.05,5364.8,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0,4
0742-NXBGR,Month-to-month,Yes,Electronic check,82.3,82.3,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,No,1,2
2676-ISHSF,Month-to-month,No,Mailed check,20.3,20.3,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9236-NDUCW,Two year,No,Mailed check,35.1,770.4,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2
4753-PADAS,One year,Yes,Bank transfer (automatic),105.7,6816.95,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0,4
6103-QCKFX,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0,2
7781-EWARA,One year,No,Electronic check,60.35,4138.7,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,5
6110-OHIHY,Month-to-month,No,Electronic check,79.25,267.6,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,1,1
7018-FPXHH,Two year,Yes,Bank transfer (automatic),59.8,3457.45,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,0,3
5889-LFOLL,Month-to-month,Yes,Electronic check,84.6,1115.2,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,1
5708-EVONK,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,1,3
8708-XPXHZ,Month-to-month,Yes,Electronic check,94.2,4186.3,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,2
0616-ATFGB,Month-to-month,No,Electronic check,25.05,25.05,Male,1,Yes,No,DSL,No,No,No,No,No,No,No,1,0
0572-ZJKLT,Two year,No,Mailed check,99.65,4630.2,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,0,4
5135-RDDQL,Two year,Yes,Bank transfer (automatic),50.65,3221.25,Female,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0,1
1353-LJWEM,Month-to-month,Yes,Electronic check,60.9,688.5,Male,0,No,No,DSL,No,Yes,Yes,Yes,No,No,No,0,3
1794-SWWKL,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Yes,0,2
6166-YIPFO,Two year,Yes,Electronic check,64.7,4746.05,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
7016-BPGEU,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Female,0,No,No,DSL,No,No,No,No,No,No,No,1,0
6876-ADESB,Month-to-month,No,Electronic check,48.95,48.95,Male,0,No,Yes,DSL,No,No,Yes,No,No,No,No,1,1
9332-GYWLO,Month-to-month,No,Electronic check,54.85,355.1,Female,0,Yes,Yes,DSL,No,No,No,No,Yes,No,No,0,1
1963-SVUCV,Month-to-month,No,Electronic check,45.3,45.3,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
4184-VODJZ,One year,Yes,Electronic check,91.35,5764.7,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,0,2
0220-EBGCE,Month-to-month,Yes,Electronic check,85.85,167.3,Male,0,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,1,2
1092-WPIVQ,Two year,No,Mailed check,25.1,428.45,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
7233-IOQNP,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0,2
2834-JKOOW,One year,No,Mailed check,45.9,693.45,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,0,4
2754-VDLTR,Month-to-month,No,Electronic check,95.2,930.4,Male,0,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,2
2400-FEQME,Two year,No,Mailed check,20.5,1177.95,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
3190-XFANI,One year,Yes,Bank transfer (automatic),100.6,5069.65,Male,0,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,1,3
7551-DACSP,Month-to-month,Yes,Mailed check,55.3,324.25,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,1,2
4957-SREEC,Two year,No,Credit card (automatic),20.35,1458.1,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
7235-NXZCP,Month-to-month,Yes,Mailed check,74.85,156.4,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
0230-UBYPQ,One year,No,Bank transfer (automatic),36.1,2298.9,Male,1,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0,2
4923-ADWXJ,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,Female,0,No,No,DSL,No,Yes,No,Yes,No,Yes,No,0,3
1763-KUAAW,One year,No,Bank transfer (automatic),20.35,369.6,Female,1,No,No,No internet Service,No,No,No,No,No,No,No,0,0
1104-TNLZA,Month-to-month,Yes,Electronic check,105.8,2998.0,Male,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0,4
5195-KPUNQ,One year,Yes,Mailed check,96.75,5206.55,Female,1,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0,4
0520-FDVVT,One year,Yes,Bank transfer (automatic),102.35,3626.1,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,1,4
3439-GVUSX,Month-to-month,No,Mailed check,24.4,24.4,Male,0,No,No,DSL,No,No,No,No,No,No,No,0,0
1444-VVSGW,One year,No,Credit card (automatic),115.65,7968.85,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,6
5712-PTIWW,Month-to-month,Yes,Electronic check,79.85,152.45,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,No,1,2
5949-HGVJL,Month-to-month,Yes,Electronic check,73.05,1959.5,Female,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,0,4
5203-XEHAX,One year,No,Electronic check,64.35,2053.05,Female,0,No,No,DSL,Yes,Yes,No,No,No,Yes,No,0,3
1635-HDGFT,Two year,No,Mailed check,20.5,398.55,Female,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
3315-TOTBP,Month-to-month,Yes,Mailed check,76.0,1130.85,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
8050-XGRVL,One year,No,Credit card (automatic),54.75,3425.35,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,0,2
6661-HBGWL,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Female,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
1518-VOWAV,Month-to-month,Yes,Electronic check,74.65,703.55,Female,0,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,1,4
9828-QHFBK,Month-to-month,Yes,Electronic check,51.15,1275.7,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,0,1
3908-MKIMJ,Two year,Yes,Electronic check,41.95,2965.75,Male,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0,3
5012-YSPJJ,Month-to-month,No,Mailed check,54.35,1647.0,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,0,2
5909-ECHUI,Month-to-month,Yes,Electronic check,56.25,56.25,Female,0,No,No,DSL,No,No,No,No,No,Yes,No,1,1
1309-BXVOQ,Month-to-month,Yes,Electronic check,106.1,2249.95,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1,4
6728-VOIFY,One year,Yes,Electronic check,96.0,6109.75,Female,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,3
9317-WZPGV,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,No,1,1
4891-NLUBA,Two year,Yes,Bank transfer (automatic),61.45,3751.15,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,5
2856-HYAPG,Month-to-month,No,Electronic check,68.65,68.65,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
8969-PRHFK,One year,No,Mailed check,19.65,411.25,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
0661-KQHNK,One year,No,Credit card (automatic),19.0,105.5,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
8709-KRDVL,Month-to-month,Yes,Electronic check,100.0,3320.6,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0,3
4488-PSYCG,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
1427-VERSM,Month-to-month,Yes,Electronic check,98.7,5669.5,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,4
9801-NOSHQ,One year,No,Mailed check,19.8,465.45,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
6339-YPSAH,Month-to-month,Yes,Electronic check,73.8,704.3,Male,0,No,No,Fiber optic,No,No,Yes,No,No,No,No,0,1
3621-CEOVK,Month-to-month,Yes,Electronic check,100.2,1369.8,Female,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,3
6906-ANDWJ,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,1,0
2159-TURXX,Month-to-month,No,Credit card (automatic),20.05,95.55,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
1548-FEHVL,Month-to-month,Yes,Electronic check,106.2,6375.2,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,0,4
3795-CAWEX,Two year,Yes,Credit card (automatic),116.55,8152.3,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
6215-NQCPY,Month-to-month,Yes,Electronic check,99.7,1566.75,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0,3
5647-URDKA,Two year,No,Mailed check,19.7,130.25,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
2229-DPMBI,Two year,No,Mailed check,19.5,162.15,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
9626-WEQRM,Month-to-month,Yes,Mailed check,29.15,110.05,Female,0,No,No,DSL,Yes,No,No,No,No,No,No,0,1
2188-SXWVT,One year,No,Mailed check,55.0,1885.15,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,0,2
6258-PVZWJ,Two year,Yes,Credit card (automatic),90.8,6302.85,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
1094-BKOSX,One year,No,Bank transfer (automatic),51.0,2264.5,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,0,4
6969-MVBAI,Month-to-month,Yes,Electronic check,90.1,816.8,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,0,2
2978-XXSOG,Month-to-month,Yes,Mailed check,59.05,1253.5,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,Yes,0,2
2342-CKIAO,Month-to-month,No,Mailed check,20.3,41.2,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6953-PBDIN,Two year,No,Bank transfer (automatic),72.95,5265.55,Male,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,0,4
3898-BSJYF,One year,No,Credit card (automatic),73.55,693.3,Female,0,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,0,4
3938-YFPXD,Two year,No,Credit card (automatic),84.3,5997.1,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5
7696-AMHOD,One year,No,Credit card (automatic),78.0,3824.2,Female,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,0,4
2453-SAFNS,One year,No,Mailed check,72.1,3886.05,Female,1,No,No,DSL,No,Yes,No,Yes,Yes,No,Yes,0,3
9558-IHEZX,Two year,Yes,Credit card (automatic),106.75,7283.25,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
9617-UDPEU,One year,Yes,Mailed check,19.25,412.55,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6340-DACFT,Two year,No,Credit card (automatic),20.55,1070.25,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4955-VCWBI,One year,No,Mailed check,20.0,817.95,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
6813-GZQCG,Two year,Yes,Credit card (automatic),24.65,1171.3,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
7426-GSWPO,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,Male,1,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,0,4
3389-KTRXV,Two year,No,Mailed check,23.85,625.65,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
3118-UHVVQ,Two year,No,Credit card (automatic),25.8,1911.5,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,Yes,0,0
1031-IIDEO,Month-to-month,Yes,Electronic check,70.85,70.85,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
5832-XKAES,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
3205-MXZRA,One year,No,Credit card (automatic),59.45,1507.0,Male,0,No,No,DSL,No,No,No,Yes,Yes,No,No,0,2
4701-AHWMW,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No,1,4
8317-BVKSO,Month-to-month,Yes,Electronic check,20.05,299.3,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
5702-KVQRD,Two year,Yes,Electronic check,82.55,5832.65,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
0083-PIVIK,One year,No,Electronic check,81.25,5567.55,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,0,5
9210-IAHGH,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Female,0,No,No,DSL,No,No,No,Yes,Yes,Yes,No,1,3
6169-PGNCD,Two year,Yes,Credit card (automatic),74.3,4166.35,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0,5
0023-XUOPT,Month-to-month,No,Electronic check,94.1,1215.6,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,1,3
4592-IWTJI,Month-to-month,No,Credit card (automatic),29.7,91.7,Female,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,1,1
4909-JOUPP,Two year,No,Credit card (automatic),109.7,7898.45,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
4657-FWVFY,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,0,3
2257-BOVXD,Month-to-month,Yes,Credit card (automatic),66.6,979.5,Male,0,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,0,2
7729-JTEEC,Month-to-month,Yes,Electronic check,44.5,90.05,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0,0
7632-MNYOY,One year,No,Credit card (automatic),110.9,7432.05,Male,1,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1,5
6518-LGAOV,Month-to-month,Yes,Electronic check,105.0,4026.4,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1,4
7242-QZLXF,Month-to-month,Yes,Electronic check,25.3,25.3,Male,0,No,Yes,DSL,No,No,No,No,No,No,No,1,0
4576-CSAJH,One year,Yes,Credit card (automatic),55.15,1193.05,Male,0,No,No,DSL,No,Yes,No,Yes,No,No,No,1,2
1000-AJSLD,Month-to-month,Yes,Mailed check,20.1,20.1,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
9696-RMYBA,Month-to-month,Yes,Mailed check,80.1,398.55,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0,1
8690-UPCZI,One year,No,Bank transfer (automatic),69.05,1958.45,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,0,3
1062-LHZOD,Month-to-month,Yes,Mailed check,69.9,69.9,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,1,0
9770-LXDBK,Month-to-month,No,Mailed check,20.4,63.15,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4086-WITJG,Two year,No,Credit card (automatic),19.7,1301.1,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
8344-WFMFH,Month-to-month,Yes,Electronic check,50.1,484.05,Male,0,No,Yes,DSL,No,Yes,No,No,No,No,No,0,1
9600-NAXZN,Month-to-month,Yes,Electronic check,101.4,4528.0,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,3
8822-KNBHV,One year,Yes,Credit card (automatic),83.45,3887.85,Female,0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
8404-FYDIB,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,Male,0,No,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,0,2
2791-SFVEW,Month-to-month,No,Bank transfer (automatic),20.15,238.15,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6457-USBER,Month-to-month,Yes,Electronic check,80.8,80.8,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,1,1
6762-NSODU,Two year,No,Credit card (automatic),19.4,958.15,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4662-EKDPQ,Month-to-month,No,Bank transfer (automatic),62.05,118.3,Male,0,No,No,DSL,No,No,No,No,No,Yes,Yes,1,1
9248-OJYKK,Month-to-month,Yes,Electronic check,76.45,76.45,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
9888-ZCUMM,Two year,Yes,Bank transfer (automatic),60.05,3845.45,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
3398-FSHON,Month-to-month,Yes,Electronic check,91.3,1094.5,Female,1,No,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,1,2
3319-DWOEP,Month-to-month,Yes,Electronic check,95.75,573.75,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,1,3
1074-WVEVG,One year,No,Mailed check,20.35,1267.0,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
9979-RGMZT,One year,Yes,Mailed check,94.05,633.45,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,3
6437-UDQJM,Two year,Yes,Credit card (automatic),84.1,6129.65,Female,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
1226-IENZN,Month-to-month,Yes,Electronic check,78.75,1218.25,Male,1,No,No,Fiber optic,No,No,No,No,No,Yes,No,0,1
2108-GLPQB,Month-to-month,No,Credit card (automatic),55.55,1405.3,Male,0,Yes,No,DSL,No,No,Yes,No,No,No,Yes,0,1
9259-PACGQ,Month-to-month,No,Electronic check,62.65,2274.9,Female,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,1,3
4415-IJZTP,Month-to-month,Yes,Electronic check,74.5,74.5,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
1465-VINDH,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
5474-LAMUQ,One year,No,Mailed check,20.1,533.9,Male,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
3468-DRVQJ,One year,No,Electronic check,70.3,676.15,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,0,3
1122-YJBCS,One year,Yes,Credit card (automatic),53.65,3804.4,Male,0,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,2
4990-ALDGW,Two year,No,Mailed check,20.75,1118.8,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4816-OKWNX,One year,Yes,Bank transfer (automatic),103.4,5236.4,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,5
